Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Outlet_Age
Regular,FDX39,212.4586,3799.0548,Meat,0.049676157,16.25,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,NCY54,172.1422,5000.8238,Household,0.17683435100000003,19.1,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,FDD58,100.67,399.48,Snack Foods,0.103918113,7.785,1985,OUT019,Tier 1,Small,Grocery Store,34
Regular,FDW12,147.1444,870.8664,Baking Goods,0.035644325,8.823113938776078,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,DRE01,241.8512,484.7024,Soft Drinks,0.279783532,14.3,1998,OUT010,Tier 3,Small,Grocery Store,21
Regular,FDT16,262.1278,3904.917,Frozen Foods,0.048738014,18.255967344347365,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Regular,FDC16,85.054,1731.08,Dairy,0.020686161,15.499558250174573,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,FDK52,226.0062,1805.6496,Frozen Foods,0.07934200599999999,15.7,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,FDS23,127.0994,1927.491,Breads,0.14088911099999998,12.5,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Regular,FDI41,145.8418,5591.3884,Frozen Foods,0.06224514900000001,8.584657582813858,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Regular,FDG33,173.5764,2061.3168,Seafood,0.140811559,20.25,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,NCM31,140.3154,1843.6002,Others,0.08152738,11.1,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,NCY53,110.4544,4250.4672,Health and Hygiene,0.058198140999999995,20.316503299242598,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,FDY55,257.0988,6424.97,Fruits and Vegetables,0.081446638,8.365,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,FDQ21,120.8756,1575.2828,Snack Foods,0.019462623000000002,7.72,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,NCD18,230.2668,8062.838000000001,Household,0.072317217,5.785,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,FDV09,148.5734,1336.2606,Snack Foods,0.020684919,10.195,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,FDI19,242.2512,484.7024,Meat,0.087604871,16.0,1998,OUT010,Tier 3,Small,Grocery Store,21
Regular,FDY47,131.531,2466.7889999999998,Breads,0.0,20.0,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,DRH37,164.2526,1315.6208,Soft Drinks,0.041681059,12.042135065842038,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,NCL19,144.047,286.29400000000004,Others,0.015676231000000002,11.35,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,DRI11,115.7834,2073.3012,Hard Drinks,0.034397781,9.8,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Low Fat,NCC19,191.482,5020.1320000000005,Household,0.096880574,10.50000042875017,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,FDS01,177.0686,1422.1488,Canned,0.017817285,13.1,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Regular,FDX31,232.3958,6076.0908,Fruits and Vegetables,0.014909465,20.7,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,NCL55,254.90400000000002,4048.0640000000003,Others,0.0,17.69083180092697,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Regular,FDW16,93.7804,2848.2924,Frozen Foods,0.041439718,16.1,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,FDT49,107.728,2024.0320000000002,Canned,0.15140558699999998,15.5,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,FDW13,50.5324,882.8508,Canned,0.097803261,13.78094800670663,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,NCG30,125.8046,249.0092,Household,0.196659953,19.35,1985,OUT019,Tier 1,Small,Grocery Store,34
Regular,FDC14,42.0454,377.5086,Canned,0.041313203,21.1,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Regular,FDS15,106.4596,215.7192,Meat,0.13065744199999998,6.46,1998,OUT010,Tier 3,Small,Grocery Store,21
Regular,FDS32,140.3838,1404.838,Fruits and Vegetables,0.029700017999999998,17.7,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,FDE09,111.3228,1436.7964,Fruits and Vegetables,0.0,16.1,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Regular,FDM12,189.6214,2826.321,Baking Goods,0.070312473,15.1,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,FDT57,238.2248,3555.3720000000003,Snack Foods,0.019064377,9.395,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,FDM32,91.083,539.298,Fruits and Vegetables,0.020605032,11.0,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,NCS38,115.2176,1030.6584,Household,0.0,16.25,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,NCW30,257.8962,4402.9354,Household,0.011072173000000001,15.5,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Regular,FDD21,115.7176,1717.764,Fruits and Vegetables,0.0,15.101643802487812,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,FDH35,165.9526,1644.526,Starchy Foods,0.060342304000000006,17.75,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,NCX17,232.83,1398.18,Health and Hygiene,0.113833823,21.1,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,NCI29,142.9154,992.7078,Health and Hygiene,0.032615377,13.983084537700947,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Regular,FDL24,172.0422,3966.1706,Baking Goods,0.024935297000000002,20.25,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,FDI46,251.9724,3523.4136,Snack Foods,0.07434526799999999,12.15,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,DRQ35,125.4388,3715.164,Hard Drinks,0.042283454000000005,15.5,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Regular,FDM04,50.8666,871.5322,Frozen Foods,0.047387144000000006,13.65,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,NCJ17,84.9224,1619.2256,Health and Hygiene,0.152865879,16.25,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,NCJ18,116.6124,3199.8348,Household,0.163148041,7.35,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,DRF13,144.4444,3628.61,Soft Drinks,0.02984176,19.2,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,FDB39,57.7272,503.3448,Dairy,0.038511676,16.0,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Regular,FDT52,246.2144,3675.216,Frozen Foods,0.04762278599999999,17.85,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,FDT60,121.9388,3219.8088,Baking Goods,0.07554831,15.1,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,FDM34,132.9626,1967.4389999999999,Snack Foods,0.067447572,11.85,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,FDY27,179.5344,4103.9912,Dairy,0.03187163,17.7,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Regular,FDP08,195.5478,3874.9559999999997,Fruits and Vegetables,0.112638016,20.1,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Regular,FDP59,103.1648,1973.4312,Breads,0.056192276,15.1,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Regular,FDQ11,257.4988,3083.9856,Breads,0.06797671,20.5,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Regular,FDV01,153.8314,155.1314,Canned,0.142189843,12.15,1998,OUT010,Tier 3,Small,Grocery Store,21
Regular,FDX31,234.9958,5842.395,Fruits and Vegetables,0.014813268000000001,16.35,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,NCX54,107.7622,105.8622,Household,0.080442371,10.195,1998,OUT010,Tier 3,Small,Grocery Store,21
Low Fat,DRC12,191.6188,2475.4444,Soft Drinks,0.03781972,14.3,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Low Fat,FDU11,120.7098,3735.8038,Breads,0.092145264,15.5,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,NCB30,199.9084,2380.9008,Household,0.025702994,17.201674367233114,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Regular,FDS27,195.41099999999997,2749.7540000000004,Meat,0.012483408,19.334773171335396,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,FDX16,148.005,898.83,Frozen Foods,0.0,8.75,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,NCL53,176.1028,1948.1308,Health and Hygiene,0.036204764,11.553278843010451,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,NCZ30,121.6098,2410.196,Household,0.026238087,14.850000300014644,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,FDB15,262.2568,3954.8520000000003,Dairy,0.137584599,15.35,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,FDY51,220.8798,6170.6344,Meat,0.080741927,9.195,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,NCT18,179.6976,5070.7328,Household,0.059741172,19.35,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Regular,FDL32,111.6544,335.5632,Fruits and Vegetables,0.214423791,20.5,1985,OUT019,Tier 1,Small,Grocery Store,34
Low Fat,FDK46,258.062,2856.282,Snack Foods,0.051677050999999995,18.2,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,FDI22,211.0612,418.1224,Snack Foods,0.16845554899999998,14.50670894486165,1985,OUT019,Tier 1,Small,Grocery Store,34
Regular,FDF21,189.053,5313.084,Fruits and Vegetables,0.0,15.1,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Regular,FDR34,228.4352,8245.2672,Snack Foods,0.016055615,14.782369293884308,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,FDJ50,50.6982,736.3748,Canned,0.021619563999999997,12.548331283761586,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Regular,FDC34,155.2972,3583.3356,Snack Foods,0.173027688,9.395,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Regular,FDW51,213.456,2556.672,Meat,0.09504547599999999,9.395,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Regular,FDR28,165.12099999999998,2936.178,Frozen Foods,0.025891587999999997,16.25,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Regular,FDV60,198.011,392.82199999999995,Baking Goods,0.205484395,19.1,1985,OUT019,Tier 1,Small,Grocery Store,34
Low Fat,FDI45,173.8054,2801.6864,Fruits and Vegetables,0.037793818,5.785,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,NCB30,196.5084,198.4084,Household,0.045002624000000005,9.693727595398892,1985,OUT019,Tier 1,Small,Grocery Store,34
Low Fat,DRO59,77.0012,2277.036,Hard Drinks,0.054460571,11.459055888784484,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Regular,FDU12,265.5568,4482.1656,Baking Goods,0.075736746,12.6,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Low Fat,NCX18,196.91099999999997,392.82199999999995,Household,0.014719325,15.7,1998,OUT010,Tier 3,Small,Grocery Store,21
Low Fat,NCH30,114.186,1924.162,Household,0.066828857,7.59,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Regular,FDE11,184.1924,185.0924,Starchy Foods,0.23653561,15.2,1985,OUT019,Tier 1,Small,Grocery Store,34
Low Fat,FDE32,39.9506,872.8638,Fruits and Vegetables,0.04903471,10.5,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,FDP25,216.7824,436.7648,Canned,0.035497039,6.76,1998,OUT010,Tier 3,Small,Grocery Store,21
Low Fat,NCM29,132.7626,2885.5772,Health and Hygiene,0.017638893,15.5,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Low Fat,FDQ21,120.8756,1454.1072,Snack Foods,0.01945343,7.59,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,FDN24,54.5956,1037.3164,Baking Goods,0.11326743,9.80000707032092,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Regular,DRY23,41.3112,255.6672,Soft Drinks,0.10971346400000001,20.0,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Regular,FDW04,130.531,5582.733,Frozen Foods,0.0,12.334285718401139,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Regular,FDM01,101.1332,1332.9316,Breakfast,0.094952408,16.35,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,NCW29,131.33100000000002,3635.268,Health and Hygiene,0.029026218,7.72,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Regular,FDG33,172.0764,2748.4224,Seafood,0.140123575,7.35,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,FDV51,165.7842,1823.6262,Meat,0.03272295,20.7,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,NCQ18,100.37,1298.31,Household,0.13583682800000002,10.500000169721964,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,NCL53,177.9028,1416.8224,Health and Hygiene,0.036382524,18.2,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,FDQ39,189.3846,4777.115,Meat,0.0,14.6,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,FDF46,115.8834,1036.6506,Snack Foods,0.09420101800000001,15.5,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,NCA06,34.719,768.9989999999999,Household,0.143506376,12.65,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Regular,FDV26,193.0794,975.3969999999999,Dairy,0.13334711900000001,14.15,1985,OUT019,Tier 1,Small,Grocery Store,34
Low Fat,FDJ04,119.9124,948.0992,Frozen Foods,0.124428516,9.5,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Regular,FDE28,231.8668,230.3668,Frozen Foods,0.221856492,19.35,1998,OUT010,Tier 3,Small,Grocery Store,21
Low Fat,NCZ29,125.7362,3020.0688,Health and Hygiene,0.07131206400000001,5.46,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Regular,FDW43,226.3036,910.8144,Fruits and Vegetables,0.022425236,13.5,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Regular,FDZ49,219.7798,2644.5576,Canned,0.133352623,12.5,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,NCJ05,151.5682,1982.0866,Health and Hygiene,0.046079558,16.25,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Low Fat,NCP29,64.2168,1278.336,Health and Hygiene,0.0,17.1,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Regular,FDS16,147.976,732.38,Frozen Foods,0.066446521,19.0,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,FDZ45,196.7084,3174.5344,Snack Foods,0.066979957,6.46,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,NCP29,65.4168,127.8336,Health and Hygiene,0.187918654,11.096499324828644,1998,OUT010,Tier 3,Small,Grocery Store,21
Low Fat,FDZ58,121.0072,2940.1728,Snack Foods,0.051924192,8.532822587290847,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,FDV55,145.1444,3918.8988,Fruits and Vegetables,0.054806734,13.3,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,NCV53,237.988,7190.64,Health and Hygiene,0.018813601,16.0,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,FDV47,84.5566,253.6698,Breads,0.094910421,6.46,1985,OUT019,Tier 1,Small,Grocery Store,34
Low Fat,FDD45,95.4436,567.2616,Fruits and Vegetables,0.116722514,9.195,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,FDP26,105.9306,209.0612,Dairy,0.244338986,8.570589403418277,1985,OUT019,Tier 1,Small,Grocery Store,34
Low Fat,DRD37,45.106,1398.18,Soft Drinks,0.013863257,19.0,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Regular,FDT09,131.0284,131.8284,Snack Foods,0.021471456,5.785,1985,OUT019,Tier 1,Small,Grocery Store,34
Low Fat,FDM03,109.1938,2036.6822,Meat,0.0,7.35,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Regular,FDW09,78.8302,713.0718,Snack Foods,0.026067434,11.986312445906803,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Regular,FDX10,37.1874,247.0118,Snack Foods,0.123710526,15.7,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,FDZ60,108.9596,539.298,Baking Goods,0.11954738699999999,7.55,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Regular,FDM58,113.4544,2908.2144,Snack Foods,0.07969040299999999,17.2,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,FDV32,61.851000000000006,1454.773,Fruits and Vegetables,0.088691614,8.96,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Low Fat,FDU07,150.4366,151.1366,Fruits and Vegetables,0.10478432900000001,13.65,1985,OUT019,Tier 1,Small,Grocery Store,34
Low Fat,FDS51,62.7194,1857.582,Meat,0.032024659,6.11,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,NCT17,190.0214,2449.4782,Health and Hygiene,0.041950753,15.306291673732147,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Regular,FDA01,60.2904,117.1808,Canned,0.091018048,17.2,1998,OUT010,Tier 3,Small,Grocery Store,21
Low Fat,FDW25,84.2224,852.2239999999999,Canned,0.037398953,20.7,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,FDS01,179.0686,5688.5952,Canned,0.017845371999999998,15.806468917411136,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,NCV18,84.625,2496.75,Household,0.10545930699999999,10.5,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,FDZ04,61.351000000000006,822.263,Frozen Foods,0.038032067999999995,11.42573441911067,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,DRN59,47.306000000000004,652.484,Hard Drinks,0.064504433,10.195,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,FDD36,119.8124,1896.1984,Baking Goods,0.021306635,18.0,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Regular,FDT56,59.1246,753.0198,Fruits and Vegetables,0.116063284,13.3,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,FDP09,212.1902,424.7804,Snack Foods,0.059336763,20.1,1985,OUT019,Tier 1,Small,Grocery Store,34
Low Fat,FDA33,146.2076,2364.9216,Snack Foods,0.034091649,17.25,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Regular,FDH14,142.0838,280.9676,Canned,0.081955735,19.35,1985,OUT019,Tier 1,Small,Grocery Store,34
Low Fat,NCF18,191.5504,5944.2624,Household,0.088551694,8.365,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,FDF59,128.102,885.5139999999999,Starchy Foods,0.071230537,18.35,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Regular,FDC29,115.7176,1374.2112,Frozen Foods,0.024185517000000004,12.35,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Regular,FDD32,80.8276,1868.2348,Fruits and Vegetables,0.041163522,11.35,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Regular,FDZ08,80.8592,82.5592,Fruits and Vegetables,0.0,11.0,1998,OUT010,Tier 3,Small,Grocery Store,21
Low Fat,FDT21,248.8092,6474.2392,Snack Foods,0.0,11.597013386826506,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,FDM33,218.5798,4407.596,Snack Foods,0.08771969199999999,20.25,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,NCK07,166.1526,2466.7889999999998,Others,0.048677482,12.6,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Low Fat,NCL41,36.2216,346.216,Health and Hygiene,0.041907648,6.46,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Regular,FDZ36,188.22400000000002,5779.144,Baking Goods,0.065783783,16.25,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Regular,FDW51,213.356,3835.008,Meat,0.094807042,10.5,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,FDS47,89.1856,1581.9408,Breads,0.128778474,15.1,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,FDV02,172.4106,2908.8802,Dairy,0.060668415999999996,6.78,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,NCU18,139.8496,1270.3464,Household,0.056067524,7.874672792000095,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,NCX17,233.03,5592.72,Health and Hygiene,0.114066204,8.15656513742648,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Regular,FDI12,89.6856,878.8560000000001,Baking Goods,0.10039894,11.1,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,DRH51,89.3856,1318.2839999999999,Dairy,0.097135675,20.2,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,NCP30,37.4822,942.7728,Household,0.032610007,10.1,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Regular,FDG08,172.6764,2061.3168,Fruits and Vegetables,0.165616415,15.1,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Regular,FDX35,228.2036,4781.7756,Breads,0.0,6.46,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Regular,FDY26,210.5244,6775.1808,Dairy,0.030362777,15.7,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,NCM43,162.621,815.605,Others,0.03409886,10.195,1985,OUT019,Tier 1,Small,Grocery Store,34
Low Fat,NCZ54,160.9552,162.4552,Household,0.145951533,20.2,1985,OUT019,Tier 1,Small,Grocery Store,34
Low Fat,FDO16,81.925,3079.325,Frozen Foods,0.015138833999999999,14.6,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Regular,FDR22,112.0544,223.7088,Snack Foods,0.031069992999999997,10.3,1998,OUT010,Tier 3,Small,Grocery Store,21
Low Fat,FDJ16,59.5246,810.9444,Frozen Foods,0.11553548699999999,19.0,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Regular,FDT47,95.7068,1166.4816,Breads,0.02454694,13.6,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Regular,FDZ23,187.12400000000002,3728.48,Baking Goods,0.067175915,19.35,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,NCB31,261.691,3155.8920000000003,Household,0.11867435900000001,10.195,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Regular,FDM15,149.9366,1662.5026,Meat,0.057421582,11.35,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Regular,FDX27,92.9436,2174.5028,Dairy,0.114022125,20.1,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,NCS54,177.937,2293.681,Household,0.010033871,13.149314477963797,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,NCJ30,169.179,2037.348,Household,0.080765853,16.1,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,FDD58,98.77,1697.79,Snack Foods,0.05930285,7.55,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,DRJ23,187.6872,2836.308,Hard Drinks,0.041753387,10.3,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,FDS14,157.4288,2042.6744,Dairy,0.050065211,20.1,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Regular,FDR27,133.7942,2384.8956,Meat,0.096020459,18.35,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,FDT49,106.62799999999999,639.168,Canned,0.15202235,20.1,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,FDX26,180.4292,4013.4424,Dairy,0.08738330400000001,15.5,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,NCW53,193.4162,2116.5782,Health and Hygiene,0.03066757,9.5,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Regular,FDS19,74.3012,1669.8264,Fruits and Vegetables,0.0,7.72,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,DRF15,154.934,1225.072,Dairy,0.03321399,15.1,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Low Fat,DRH01,172.8738,3649.2498,Soft Drinks,0.097429924,16.7,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Regular,FDJ12,206.8296,4154.592000000001,Baking Goods,0.039120291,15.7,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,NCE42,234.9958,13086.9648,Household,0.01055095,7.17,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,DRL37,42.376999999999995,1211.756,Soft Drinks,0.053480419,15.5,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Regular,FDJ36,101.4332,1948.1308,Baking Goods,0.128520186,11.85,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,NCH18,245.2802,10072.8882,Household,0.044444955999999994,15.1,1985,OUT027,Tier 3,Medium,Supermarket Type3,34
Low Fat,DRI11,116.0834,1267.0174,Hard Drinks,0.034544435,15.5,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,NCO17,120.944,2037.348,Health and Hygiene,0.07367866299999999,11.0,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,FDS49,79.6644,1571.2879999999998,Canned,0.079668739,7.17,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,FDX43,165.85,1830.95,Fruits and Vegetables,0.085447928,17.7,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,NCS17,93.4436,1701.7848,Health and Hygiene,0.08043445099999999,7.785,1987,OUT013,Tier 3,Small,Supermarket Type1,32
Low Fat,NCC42,140.8838,2247.7408,Health and Hygiene,0.044978225,16.1,1999,OUT049,Tier 1,Small,Supermarket Type1,20
Low Fat,NCM26,153.434,3981.4840000000004,Others,0.023190133999999998,19.35,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,FDU32,119.9414,1462.0968,Fruits and Vegetables,0.025967623999999998,10.5,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Regular,FDU19,173.8422,3448.844,Fruits and Vegetables,0.046962004,14.85,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,NCM53,108.12799999999999,1065.28,Health and Hygiene,0.05233528,7.785,2007,OUT017,Tier 2,Small,Supermarket Type1,12
Low Fat,FDG32,220.8772,4225.1668,Fruits and Vegetables,0.17635245,19.35,2002,OUT045,Tier 2,Small,Supermarket Type1,17
Low Fat,FDF04,259.7304,3616.6256,Frozen Foods,0.013692598,12.35,2009,OUT018,Tier 3,Medium,Supermarket Type2,10
Low Fat,NCN55,242.3538,5287.7836,Others,0.0,20.0,2004,OUT035,Tier 2,Small,Supermarket Type1,15
Regular,FDJ34,127.1704,3004.0896,Snack Foods,0.09365572800000001,17.85,1997,OUT046,Tier 1,Small,Supermarket Type1,22
Regular,FDT51,110.8544,111.8544,Meat,0.018275816,11.335969044030795,1998,OUT010,Tier 3,Small,Grocery Store,21
Regular,FDT01,213.7902,1274.3412,Canned,0.18416771199999998,5.99705764549406,1997,OUT046,Tier 1,Small,Supermarket Type1,22
